Simbad_ID,GaiaDR3_ID,TYCHO_ID,2MASS_ID,GCVS_ID,HIP_ID,UCAC4_ID,Archival_Survey,Archival_ID,Archival_epoch,Archival_ra,Archival_ra_err,Archival_dec,Archival_dec_err,Archival_parallax,Archival_parallax_err,Archival_pmra,Archival_pmra_err,Archival_pmdec,Archival_pmdec_err,Search_method,Crossmatch_radius_arcsec,Radio_optical_sep_arcsec,Radio_component_id,Radio_SBID,Radio_starttime_mjd,Radio_endtime_mjd,Radio_exptime_s,Radio_ra,Radio_dec,Radio_ra_err,Radio_dec_err,Radio_freq_MHz,Radio_I_flux_peak,Radio_I_flux_peak_err,Radio_I_flux_int,Radio_I_flux_int_err,Radio_maj_axis,Radio_min_axis,Radio_pos_angle,Radio_maj_axis_err,Radio_min_axis_err,Radio_rms_fit_gauss,Radio_survey,Radio_I_measurementType,Radio_V_measurementType,Radio_V_flux_peak,Radio_V_flux_peak_err,Radio_V_flux_int,Radio_V_flux_int_err,Radio_telescope,Radio_local_V_RMS,Radio_local_I_RMS,Radio_I_flux_int_mean,Radio_I_flux_int_median,Radio_I_flux_int_max,Radio_I_flux_int_min,Radio_I_flux_int_std,Radio_I_flux_int_mad,Radio_I_flux_int_max_err,Radio_I_flux_int_min_err,MainType,OType,parallax,parallax_error,parallax_over_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,Distance_pc,G,Radio_luminosity_ergsHz_max,Xray_luminosity_ergs_max,Radio_luminosity_ergsHz_min,Xray_luminosity_ergs_min,Radio_luminosity_ergsHz_median,Xray_luminosity_ergs_median,Radio_luminosity_ergsHz_mean,Xray_luminosity_ergs_mean
L  173-39,Gaia DR3 4719084256940884608,None,2MASS J01482616-5658414,None,None,UCAC4 166-001674,GaiaDR3,Gaia DR3 4719084256940884608,J2016.0,27.111207764279293,1.29976700991392e-05,-56.9782811568962,1.3119556941092e-05,47.82190389740408,0.0153823839500546,261.3196796335219,0.015240516513586,-22.069862913779254,0.0162851996719837,CNS5,2.1,0.5458735035444926,SB50048_component_7414a,50048,60081.927094907405,60082.34388888889,36011.000000475906,27.112318,-56.978461,0.4900000095367431,0.5099999904632568,943.5,0.3659999966621399,0.0260000005364418,0.4370000064373016,0.0520000010728836,18.799999237060547,14.3100004196167,97.4499969482422,1.159999966621399,1.190000057220459,514.0059814453125,TotalCat_TimeBin10,Detection,NoMeasurement,,,,,ASKAP,,,0.4370000064373016,0.4370000064373016,0.4370000064373016,0.4370000064373016,0.0,0.0,0.4370000064373016,0.4370000064373016,Eruptive*,Eruptive*,47.82190389740408,0.0153823839500546,3108.874755859375,10.732317924499512,11.959454536437988,9.63157844543457,2.327876091003418,1.2271366119384766,1.1007394790649414,20.91091986101965,9.130452236313083,228632872676256.38,3.374350571882462e+29,228632872676256.38,3.374350571882462e+29,228632872676256.38,3.374350571882462e+29,228632872676256.38,3.374350571882462e+29
L  274-89,Gaia DR3 6644841042920381184,None,2MASS J19170230-5238484,None,None,UCAC4 187-198088,GaiaDR3,Gaia DR3 6644841042920381184,J2016.0,289.25946983117194,0.0001060406267642,-52.647920513638645,9.63379815220832e-05,42.39591938117741,0.1532149761915207,-11.048607598174726,0.1163458824157714,-245.18618006004743,0.0932010263204574,CNS5,2.3,0.949726836353156,SB51537_component_7605a,51537,60147.38081018518,60147.71430555556,28814.000000339,289.259062,-52.648296,0.2899999916553497,0.2899999916553497,1367.5,0.2899999916553497,0.0199999995529651,0.4099999964237213,0.0450000017881393,,,,,,185.382,TotalCat_TimeBin8,Detection,NoMeasurement,,,,,ASKAP,,,0.4099999964237213,0.4099999964237213,0.4099999964237213,0.4099999964237213,0.0,0.0,0.4099999964237213,0.4099999964237213,HighPM*,HighPM*,42.39591938117741,0.1532149761915207,276.7087097167969,13.062321662902832,14.861811637878418,11.788914680480955,3.072896957397461,1.799489974975586,1.273406982421875,23.587175713990334,11.198941951111594,272927119798631.34,3.843617966675902e+29,272927119798631.34,3.843617966675902e+29,272927119798631.34,3.843617966675902e+29,272927119798631.34,3.843617966675902e+29
L  491-42,Gaia DR3 6717813842950778880,None,2MASS J19130794-3901536,None,None,UCAC4 255-181033,GaiaDR3,Gaia DR3 6717813842950778880,J2016.0,288.2857346527281,2.26088780909776e-05,-39.03273448995158,2.1062113344669306e-05,46.93619430843674,0.0262338537722826,444.7380433306328,0.0274490397423505,-245.0580802899608,0.0232991278171539,CNS5,3.4,3.19979946694408,SB35962_component_1316a,35962,59595.19351967592,59595.20400287592,905.748479,288.287555,-39.032559,0.22,0.24,1655.5,1.852,0.156,1.985,0.283,7.05,5.82,5.89,0.58,0.51,233.944,RACS-HIGH,Detection,NoMeasurement,,,,,ASKAP,,,1.985,1.985,1.985,1.985,0.0,0.0,1.985,1.985,**,**,46.93619430843674,0.0262338537722826,1789.14599609375,11.34399700164795,12.648170471191406,10.099464416503906,2.5487060546875,1.304173469543457,1.244532585144043,21.305519434076718,9.701536367260996,1078091741726288.4,1.0554151476812256e+30,1078091741726288.4,1.0554151476812256e+30,1078091741726288.4,1.0554151476812256e+30,1078091741726288.4,1.0554151476812256e+30
LP  476-207 A,Gaia DR3 3291643148740384128,None,None,None,HIP 23418,None,GaiaDR3,Gaia DR3 3291643148740384128,J2016.0,75.49514106880602,2.67491992563009e-05,9.98252583775703,1.76606569439172e-05,42.03882255030138,0.0294585060328245,31.659601361197897,0.0358514115214347,-121.56604123955783,0.0252097472548484,CNS5,3.4,0.5822944777839971,SB35125_component_975a,35125,59580.63896527778,59580.649448477765,905.748479,75.495339,9.982246,0.24,0.25,1655.5,3.018,0.248,2.805,0.409,7.45,6.55,172.04,0.59,0.55,118.368,RACS-HIGH,Detection,NoMeasurement,,,,,ASKAP,,,2.1416917702739053,2.1416917702739053,2.805,1.4783835405478107,0.6633082297260947,0.4473952716350295,2.805,1.4783835405478107,YSO_Candidate,YSO_Candidate,42.03882255030138,0.0294585060328245,1427.0521240234375,10.568317413330078,11.952020645141602,9.125584602355955,2.8264360427856445,1.3837032318115234,1.442732810974121,23.787535885512828,8.686570131002156,1899077695212674.8,1.6003780927783128e+30,1000914512236681.0,9.993178990974986e+29,1449996103724677.8,1.312392831232881e+30,1449996103724677.8,1.312392831232881e+30
LP  476-207 B,Gaia DR3 3291643148741783296,None,None,None,None,None,GaiaDR3,Gaia DR3 3291643148741783296,J2016.0,75.49535739653825,8.576971292495721e-05,9.982201206120338,5.58075383305549e-05,42.10082724059061,0.0941009670495987,50.7705362914874,0.1150268018245697,-117.65519696749398,0.0907918512821197,CNS5,3.4,0.9429888379428084,SB35125_component_975a,35125,59580.63896527778,59580.649448477765,905.748479,75.495339,9.982246,0.24,0.25,1655.5,3.018,0.248,2.805,0.409,7.45,6.55,172.04,0.59,0.55,118.368,RACS-HIGH,Detection,NoMeasurement,,,,,ASKAP,,,2.1416917702739053,2.1416917702739053,2.805,1.4783835405478107,0.6633082297260947,0.4473952716350295,2.805,1.4783835405478107,HighPM*,HighPM*,42.10082724059061,0.0941009670495987,447.4005737304688,11.420147895812988,,,,,,23.752502398239606,9.54160104274597,1893488018161733.5,1.5969131422717718e+30,997968456425954.0,9.97154293461869e+29,1445728237293843.8,1.3095513925591929e+30,1445728237293843.8,1.3095513925591929e+30
LP  491-51,Gaia DR3 3968118399284369280,None,2MASS J11032125+1337571,None,None,UCAC4 519-051766,GaiaDR3,Gaia DR3 3968118399284369280,J2016.0,165.83769461159238,6.469298e-05,13.632847157123214,5.5030957e-05,65.84372644884124,0.07009781,-193.08047403561568,0.08801603,76.54246564451479,0.08389321,CNS5,3.1,0.8165640342657929,RACS_1105+14_2254,20855,59218.867698351045,59218.87806635104,895.795199898987,165.83744026457683,13.63272791231098,0.0002728363411552,0.0003614668550529,1367.5,0.9462715204653218,0.1871067527533127,1.1370109448002093,0.3583287255427277,15.400624494701791,12.415435076641987,22.507495577629413,3.2001476324097444,2.1209296429663937,0.1728471979731694,RACS-MID,Detection,NoMeasurement,,,,,ASKAP,,,1.1370109448002093,1.1370109448002093,1.1370109448002093,1.1370109448002093,0.0,0.0,1.1370109448002093,1.1370109448002093,SB*,SB*,65.84372644884124,0.07009781,939.3122,11.662589,13.248407,10.439719,2.8086882,1.5858183,1.2228699,15.18747576926668,10.755161009743098,313795561051891.9,4.258916393352759e+29,313795561051891.9,4.258916393352759e+29,313795561051891.9,4.258916393352759e+29,313795561051891.9,4.258916393352759e+29
LP  497-33,Gaia DR3 3742871034173807488,None,2MASS J13142039+1320011,None,None,UCAC4 517-054686,UCAC4,UCAC4 517-054686,J2000.0,198.5849027,0.1,13.3336128,0.1,,,-244.0,8.0,-186.0,8.0,CNS5,3.4,1.886415722179536,SB35337_component_1396a,35337,59583.96654513889,59583.97702833888,905.748479,198.583708,13.332068,0.42,0.47,1655.5,1.809,0.215,1.754,0.368,11.8,6.07,142.24,1.25,0.81,174.519,RACS-HIGH,Detection,NoMeasurement,,,,,ASKAP,,,1.754,1.754,1.754,1.754,0.0,0.0,1.754,1.754,**,**,,,,14.011741638183594,16.03281593322754,12.08935546875,3.943460464477539,2.0210742950439453,1.9223861694335933,,,,,,,,,,
LP  704-15,Gaia DR3 2421080250237097344,None,2MASS J23572056-1258487,None,None,UCAC4 386-153721,GaiaDR3,Gaia DR3 2421080250237097344,J2016.0,359.3367144728785,4.12633158266544e-05,-12.980168707826213,3.19868884980678e-05,50.42366378564356,0.0542521700263023,211.3724595373412,0.054024051874876,15.156343363133908,0.0378395467996597,CNS5,2.3,2.0694032392108164,RACS_0000-12A_4429,10383,58787.66615,58787.67656666666,900.0,359.336806,-12.979594,1.56,2.15,887.5,1.579,0.281,1.472,0.762,26.19,22.26,173.33,5.07,3.64,0.287,RACS-LOW,Detection,NoMeasurement,,,,,ASKAP,,,1.472,1.472,1.472,1.472,0.0,0.0,1.472,1.472,**,**,50.42366378564356,0.0542521700263023,929.4312744140624,11.680620193481444,13.264053344726562,10.409327507019045,2.8547258377075195,1.5834331512451172,1.2712926864624023,19.831958348982887,10.193792185197417,692707624375953.9,7.623757857169061e+29,692707624375953.9,7.623757857169061e+29,692707624375953.9,7.623757857169061e+29,692707624375953.9,7.623757857169061e+29
LP  798-25,Gaia DR3 3605249600427076352,None,2MASS J13420990-1600233,None,None,UCAC4 370-065718,GaiaDR3,Gaia DR3 3605249600427076352,J2016.0,205.5386740552756,6.24460130929946e-05,-16.006700484773564,4.92322333157062e-05,49.45778242492826,0.0724582225084304,-495.33579528219207,0.0829029530286789,-49.51742801981252,0.0546074509620666,CNS5,2.3,0.5412813467182859,SB31536_component_4200a,31536,59458.11129629629,59458.4446875,28805.000000121072,205.537946,-16.006651,0.23,0.21,1367.5,0.535,0.034,0.534,0.058,9.09,7.36,65.13,0.55,0.48,441.3,TotalCat_TimeBin8,Detection,NoMeasurement,,,,,ASKAP,,,0.404,0.404,0.534,0.274,0.13,0.08768379873195738,0.534,0.274,**,**,49.45778242492826,0.0724582225084304,682.5696411132812,12.361908912658691,13.692303657531738,10.74084186553955,2.9514617919921875,1.3303947448730469,1.6210670471191406,20.21926481475176,10.833082111057657,261205869792474.88,3.7215404538525215e+29,134026981878535.8,2.2784596998190037e+29,197616425835505.3,3.031339568108118e+29,197616425835505.3,3.031339568108118e+29
LP  834-32,Gaia DR3 4894315447987680640,None,2MASS J04353618-2527347,None,None,UCAC4 323-005362,GaiaDR3,Gaia DR3 4894315447987680640,J2016.0,68.90113171549795,1.32742160931229e-05,-25.46047870256822,1.80745795369148e-05,59.59993048652432,0.0230692327022552,67.31655985941204,0.0188949592411518,-196.00054746030588,0.024564815685153,CNS5,3.1,0.5733402428814203,RACS_0436-28_2335,20574,59214.61875627106,59214.62912427106,895.795199898987,68.90137111491447,-25.46064932586643,0.0001613410827559,0.0003080774091246,1367.5,0.7006203300196379,0.1456887976926285,0.7648573447083746,0.2644179088535479,11.201796154247049,8.043513169155037,179.4036441063502,2.6113325202858024,1.367748700754264,0.139467665576376,RACS-MID,Detection,NoMeasurement,,,,,ASKAP,,,0.7648573447083746,0.7648573447083746,0.7648573447083746,0.7648573447083746,0.0,0.0,0.7648573447083746,0.7648573447083746,Low-Mass*,Low-Mass*,59.59993048652432,0.0230692327022552,2583.524658203125,11.138153076171877,12.640456199645996,9.932828903198242,2.707627296447754,1.502303123474121,1.2053241729736328,16.778543059309474,10.0143818422106,257632050150018.1,3.684032460451903e+29,257632050150018.1,3.684032460451903e+29,257632050150018.1,3.684032460451903e+29,257632050150018.1,3.684032460451903e+29
LP  923-19,Gaia DR3 4046709875578636672,None,2MASS J18352205-3123421,None,None,UCAC4 294-197044,GaiaDR3,Gaia DR3 4046709875578636672,J2016.0,278.84201284819926,3.50972451269626e-05,-31.396680739248108,3.53129804134368e-05,58.07823912158141,0.0480267442762851,28.53227700429501,0.0429079979658126,-380.0025938066515,0.0388033054769039,CNS5,3.4,0.3345489467787334,SB36347_component_1792a,36347,59602.138703703706,59602.14918690369,905.748479,278.842009,-31.397243,0.33,0.34,1655.5,1.374,0.166,1.374,0.288,6.91,6.07,34.5,0.85,0.73,112.473,RACS-HIGH,Detection,NoMeasurement,,,,,ASKAP,,,1.374,1.374,1.374,1.374,0.0,0.0,1.374,1.374,HighPM*,HighPM*,58.07823912158141,0.0480267442762851,1209.28955078125,12.50324535369873,14.271924018859863,11.227741241455078,3.044182777404785,1.7686786651611328,1.2755041122436523,17.218152876615157,11.323312556124698,487383481857121.44,5.887148686926007e+29,487383481857121.44,5.887148686926007e+29,487383481857121.44,5.887148686926007e+29,487383481857121.44,5.887148686926007e+29
MR 112,Gaia DR3 2067867358199590400,None,2MASS J20354707+4122445,None,None,None,GaiaDR3,Gaia DR3 2067867358199590400,J2016.0,308.9461734598288,0.0007840183377265,41.379063943276414,0.0011685855388641,,,,,,,WolfRayet,4.0,0.2415299078549951,SB36562_component_69a,36562,59606.20236458333,59606.212847783325,905.748479,308.946204,41.379127,0.03,0.09,1655.5,48.601,0.463,49.316,0.81,22.01,6.59,170.78,0.21,0.06,994.999,RACS-HIGH,Detection,NoMeasurement,,,,,ASKAP,,,50.88997262506891,50.88997262506891,52.46394525013782,49.316,1.5739726250689081,1.061629991278098,52.46394525013782,49.316,WolfRayet*,WolfRayet*,,,,11.065953254699709,13.014168739318848,9.70054531097412,3.3136234283447266,1.9482154846191408,1.365407943725586,,,,,,,,,,
PM J19515-3510A,Gaia DR3 6746465363623545984,None,None,None,None,None,GaiaDR3,Gaia DR3 6746465363623545984,J2016.0,297.90137035633575,5.8704104274511306e-05,-35.17664567118845,4.46701571345329e-05,88.20701360002398,0.074496142566204,382.708506174455,0.0630009472370147,97.08986541245967,0.0445054024457931,CNS5,3.4,0.4634913745081336,SB37193_component_1629a,37193,59616.130465277776,59616.14094847777,905.748479,297.902197,-35.176607,0.46,0.58,1655.5,1.37,0.232,1.342,0.396,8.58,5.95,159.26,1.41,1.04,137.546,RACS-HIGH,Detection,NoMeasurement,,,,,ASKAP,,,1.342,1.342,1.342,1.342,0.0,0.0,1.342,1.342,HighPM*,HighPM*,88.20701360002398,0.074496142566204,1184.048095703125,12.205737113952637,13.863579750061035,10.771713256835938,3.0918664932250977,1.6578426361083984,1.4340238571166992,11.33696697333519,11.933252706657571,206375069828411.3,3.1295598374684413e+29,206375069828411.3,3.1295598374684413e+29,206375069828411.3,3.1295598374684413e+29,206375069828411.3,3.1295598374684413e+29
PM J19515-3510B,Gaia DR3 6746465363619405824,None,None,None,None,None,GaiaDR3,Gaia DR3 6746465363619405824,J2016.0,297.901838319155,3.9223127067089e-05,-35.17702653343996,2.97885946929454e-05,88.42400289993235,0.0505232028663158,351.07870348587363,0.0403505787253379,45.55229897156201,0.0302707944065332,CNS5,3.4,1.6425359960483177,SB37193_component_1629a,37193,59616.130465277776,59616.14094847777,905.748479,297.902197,-35.176607,0.46,0.58,1655.5,1.37,0.232,1.342,0.396,8.58,5.95,159.26,1.41,1.04,137.546,RACS-HIGH,Detection,NoMeasurement,,,,,ASKAP,,,1.342,1.342,1.342,1.342,0.0,0.0,1.342,1.342,HighPM*,HighPM*,88.42400289993235,0.0505232028663158,1750.166259765625,12.42900848388672,14.19434642791748,11.142305374145508,3.0520410537719727,1.7653379440307615,1.286703109741211,11.309146467070482,12.161859340174283,205363438715711.78,3.1182724989503383e+29,205363438715711.78,3.1182724989503383e+29,205363438715711.78,3.1182724989503383e+29,205363438715711.78,3.1182724989503383e+29
PM J22035+0340,Gaia DR3 2683961454529115264,None,2MASS J22033338+0340235,None,None,UCAC4 469-132813,GaiaDR3,Gaia DR3 2683961454529115264,J2016.0,330.8891066922998,9.90985706448555e-05,3.6726214722133177,9.39129590988159e-05,45.9117056764917,0.1139230281114578,2.71895748356966,0.1116910502314567,-126.74139070286894,0.1072731539607048,CNS5,3.0,1.670638690687825,SB42297_component_4536a,42297,59768.70033564815,59768.783738425926,7205.999999726191,330.888866,3.671998,1.04,1.22,855.5,1.595,0.287,1.579,0.494,15.47,13.96,161.91,2.93,2.38,37.783,TotalCat_TimeBin2,Detection,NoMeasurement,,,,,ASKAP,,,1.579,1.579,1.579,1.579,0.0,0.0,1.579,1.579,**,**,45.9117056764917,0.1139230281114578,403.0063781738281,13.002114295959473,14.500998497009276,11.502872467041016,2.9981260299682617,1.498884201049805,1.499241828918457,21.780937677339065,11.31173143416639,896285208340136.2,9.213947996333819e+29,896285208340136.2,9.213947996333819e+29,896285208340136.2,9.213947996333819e+29,896285208340136.2,9.213947996333819e+29
RX J2117.5-4444A,Gaia DR3 6576809826101726208,None,None,None,None,None,GaiaDR3,Gaia DR3 6576809826101726208,J2016.0,319.39204113945715,9.49064642190933e-05,-44.74289124394539,5.35236708819866e-05,55.88937514823064,0.0874462202191352,16.765028116381906,0.1034758314490318,117.8131645497968,0.0668186098337173,CNS5,3.3,0.995175510538456,SB28953_component_5634a,28953,59417.68666666667,59417.69496527778,716.9999997597188,319.392075,-44.742433,0.8299999833106995,0.8299999833106995,887.5,1.0520000457763672,0.1589999943971634,1.1050000190734863,0.2870000004768371,14.399999618530272,11.579999923706056,79.30999755859375,1.9600000381469729,1.940000057220459,43.39300155639648,TotalCat_TimeBin0,Detection,NoMeasurement,,,,,ASKAP,,,1.1050000190734863,1.1050000190734863,1.1050000190734863,1.1050000190734863,0.0,0.0,1.1050000190734863,1.1050000190734863,HighPM*,HighPM*,55.88937514823064,0.0874462202191352,639.1285400390625,13.200607299804688,14.259397506713867,11.208019256591797,3.0513782501220703,1.0587902069091797,1.9925880432128904,17.892488462212807,11.937253570625991,423267313452476.7,5.30717945897908e+29,423267313452476.7,5.30717945897908e+29,423267313452476.7,5.30717945897908e+29,423267313452476.7,5.30717945897908e+29
RX J2117.5-4444B,Gaia DR3 6576809826100275456,None,None,None,None,None,GaiaDR3,Gaia DR3 6576809826100275456,J2016.0,319.392039084495,7.52034932374954e-05,-44.742659717678805,4.59361225366592e-05,55.41884932126856,0.0774694234132766,9.075807274288785,0.1013064235448837,108.85822465420348,0.0552777349948883,CNS5,3.3,0.2154277816741515,SB28953_component_5634a,28953,59417.68666666667,59417.69496527778,716.9999997597188,319.392075,-44.742433,0.8299999833106995,0.8299999833106995,887.5,1.0520000457763672,0.1589999943971634,1.1050000190734863,0.2870000004768371,14.399999618530272,11.579999923706056,79.30999755859375,1.9600000381469729,1.940000057220459,43.39300155639648,TotalCat_TimeBin0,Detection,NoMeasurement,,,,,ASKAP,,,1.1050000190734863,1.1050000190734863,1.1050000190734863,1.1050000190734863,0.0,0.0,1.1050000190734863,1.1050000190734863,HighPM*,HighPM*,55.41884932126856,0.0774694234132766,715.3641967773438,13.20237922668457,14.28239631652832,11.219978332519531,3.062417984008789,1.08001708984375,1.982400894165039,18.04440208065131,11.920666747429571,430485206544048.0,5.373576124296171e+29,430485206544048.0,5.373576124296171e+29,430485206544048.0,5.373576124296171e+29,430485206544048.0,5.373576124296171e+29
Ross  733,Gaia DR3 4516199313406309504,TYC 1607-581-1,2MASS J19143925+1919025,None,HIP 94557,UCAC4 547-089116,GaiaDR3,Gaia DR3 4516199313406309504,J2016.0,288.6602687451435,2.834182e-05,19.3196359991605,3.3667192e-05,55.18619588827784,0.043854613,-614.3308352483721,0.037789997,434.9463603863271,0.04229606,CNS5,2.2,1.506843496051134,SB46350_component_13218a,46350,59926.10322916666,59926.32626157408,19270.000000367872,288.658569,19.320486,0.54,0.84,887.5,0.411,0.042,0.481,0.08,18.32,13.32,8.32,1.99,1.25,308.639,TotalCat_TimeBin5,Detection,NoMeasurement,,,,,ASKAP,,,0.8713333333333333,0.487,1.646,0.481,0.5477775298624635,0.004046944556859575,1.646,0.481,Eruptive*,Eruptive*,55.18619588827784,0.043854613,1258.3898,10.388901,11.780895,9.207647,2.573248,1.3919945,1.1812534,18.120473497112545,9.098053290885309,646665763999597.6,7.247793080224967e+29,188970979637792.47,2.9332518205094997e+29,191328205995020.66,2.9601116198639074e+29,342321649877470.2,4.540295225813684e+29
SCR J0838-5855,Gaia DR3 5302788969815543936,None,2MASS J08380224-5855583,None,None,None,GaiaDR3,Gaia DR3 5302788969815543936,J2016.0,129.50851733832943,0.0002372502982616,-58.934301092646784,0.0002215875983238,89.99288677083074,0.2355903536081314,-56.97297649719137,0.3155570030212402,-313.6540340521684,0.3019831478595733,CNS5,2.1,1.1283053899301985,SB41688_component_7928a,41688,59746.06318287037,59746.47997685185,36010.99999984726,129.507714,-58.934838,0.28,0.29,943.5,0.503,0.027,0.581,0.052,13.14,11.55,145.7,0.72,0.62,1085.017,TotalCat_TimeBin10,Detection,NoMeasurement,,,,,ASKAP,,,0.581,0.581,0.581,0.581,0.0,0.0,0.581,0.581,HighPM*,HighPM*,89.99288677083074,0.2355903536081314,381.9888305664063,14.523797035217283,17.330360412597656,12.87872314453125,4.451637268066406,2.806563377380371,1.6450738906860352,11.111989356964694,14.294837951399275,85836246916261.02,1.6418977885959923e+29,85836246916261.02,1.6418977885959923e+29,85836246916261.02,1.6418977885959923e+29,85836246916261.02,1.6418977885959923e+29
SIPS J0542-5314,Gaia DR3 4768909313548256640,None,2MASS J05425488-5314533,None,None,UCAC4 184-006158,GaiaDR3,Gaia DR3 4768909313548256640,J2016.0,85.72842607413263,2.276331372559069e-05,-53.24877363016218,2.07527596503496e-05,40.556149864147,0.0218197423964738,-33.33671802234208,0.0300869736820459,-145.67241981738513,0.0275586731731891,CNS5,2.1,1.5487300924371483,SB51931_component_17095a,51931,60166.849594907406,60167.26650462963,36021.000000298955,85.727636,-53.248929,1.0700000524520874,1.0700000524520874,943.5,0.1959999948740005,0.0320000015199184,0.2070000022649765,0.0579999983310699,16.1299991607666,14.800000190734863,24.8700008392334,2.5199999809265137,2.5199999809265137,143.70899963378906,TotalCat_TimeBin10,Detection,NoMeasurement,,,,,ASKAP,,,0.2070000022649765,0.2070000022649765,0.2070000022649765,0.2070000022649765,0.0,0.0,0.2070000022649765,0.2070000022649765,HighPM*,HighPM*,40.556149864147,0.0218197423964738,1858.690673828125,14.383539199829102,16.39289093017578,13.064961433410645,3.3279294967651367,2.00935173034668,1.318577766418457,24.6571729158155,12.423822795838905,150580198834389.56,2.4821573752304342e+29,150580198834389.56,2.4821573752304342e+29,150580198834389.56,2.4821573752304342e+29,150580198834389.56,2.4821573752304342e+29
UCAC3 83-414538,Gaia DR3 6523442177388623488,None,2MASS J23361587-4835006,None,None,None,GaiaDR3,Gaia DR3 6523442177388623488,J2016.0,354.06526390427445,1.94003023207187e-05,-48.58364078721765,2.68725045025348e-05,40.0767619832073,0.0367341823875904,-132.1985685511796,0.0190192218869924,-23.607057954491182,0.0314407385885715,CNS5,3.4,0.3944921926244369,SB36628_component_1895a,36628,59607.34015393518,59607.350637135176,905.748479,354.065022,-48.583591,0.36,0.4,1655.5,1.096,0.149,1.101,0.259,6.99,6.14,152.91,0.96,0.83,115.758,RACS-HIGH,Detection,NoMeasurement,,,,,ASKAP,,,0.729,0.729,1.101,0.357,0.372,0.2509105625252934,1.101,0.357,Eruptive*,Eruptive*,40.0767619832073,0.0367341823875904,1090.9937744140625,11.021905899047852,12.567797660827637,9.80051326751709,2.767284393310547,1.5458917617797852,1.2213926315307615,24.952115652931575,9.036369025515304,820187267101030.8,8.632021567927516e+29,265946280068181.62,3.771083229979931e+29,543066773584606.2,6.374570168768237e+29,543066773584606.2,6.374570168768237e+29
UPM J2053-6223,Gaia DR3 6451144236982039680,None,2MASS J20535550-6223578,None,None,None,GaiaDR3,Gaia DR3 6451144236982039680,J2016.0,313.482270381822,1.16886533796787e-05,-62.39963437665979,1.890472881495949e-05,46.31278795238936,0.0247928649187088,104.7817593541645,0.0162614658474922,-53.25334217165849,0.0214986149221658,CNS5,2.1,0.6111251098959757,SB9325_component_12873a,9325,58681.55806712963,58681.97486111111,36011.000000475906,313.482747,-62.399809,0.08,0.08,943.5,0.296,0.004,0.363,0.008,14.88,11.2,144.66,0.3,0.04,266.943,TotalCat_TimeBin10,Detection,NoMeasurement,,,,,ASKAP,,,0.363,0.363,0.363,0.363,0.0,0.0,0.363,0.363,HighPM*,HighPM*,46.31278795238936,0.0247928649187088,1867.988525390625,12.471650123596191,14.040513038635254,11.254597663879396,2.78591537475586,1.5688629150390625,1.2170524597167969,21.592308392835765,10.800154751508213,202495664069997.12,3.0861947608212946e+29,202495664069997.12,3.0861947608212946e+29,202495664069997.12,3.0861947608212946e+29,202495664069997.12,3.0861947608212946e+29
V* AD Leo,Gaia DR3 625453654702751872,TYC 1423-174-1,2MASS J10193634+1952122,V* AD Leo,None,UCAC4 550-048962,GaiaDR3,Gaia DR3 625453654702751872,J2016.0,154.89881370110675,2.3957733064889903e-05,19.869809905451323,2.4269014596939e-05,201.40642101948623,0.0296157002449035,-498.6203603111094,0.0278983563184738,-43.42766908201863,0.0261160545051097,CNS5,3.4,0.7630156109411081,SB35141_component_689a,35141,59580.85968865741,59580.870171857394,905.748479,154.898133,19.869646,0.12,0.15,1655.5,4.35,0.176,4.258,0.3,9.62,6.19,157.7,0.38,0.26,228.641,RACS-HIGH,Detection,NoMeasurement,,,,,ASKAP,,,4.258,4.258,4.258,4.258,0.0,0.0,4.258,4.258,Eruptive*,Eruptive*,201.40642101948623,0.0296157002449035,6800.66357421875,8.20409107208252,9.597193717956545,7.032550811767578,2.564642906188965,1.3931026458740234,1.1715402603149414,4.9650850004590925,9.724457632785183,125594316645222.58,2.1721494195238388e+29,125594316645222.58,2.1721494195238388e+29,125594316645222.58,2.1721494195238388e+29,125594316645222.58,2.1721494195238388e+29
V* AP Col,Gaia DR3 2886233695250041216,None,2MASS J06045215-3433360,V* AP Col,None,UCAC4 278-009051,GaiaDR3,Gaia DR3 2886233695250041216,J2016.0,91.21742524933885,2.4799287e-05,-34.558412822381825,2.5077086e-05,115.39816465618532,0.029826276,25.7867249977242,0.032550856,343.017703728897,0.034952305,CNS5,3.1,1.216631401902564,RACS_0600-32_1679,21903,59238.59687211111,59238.6073553111,905.748479394226,91.21707910329124,-34.55803480717153,6.703862369030862e-05,7.687594625945745e-05,1367.5,2.040204614439576,0.1890301800892528,1.883657833827061,0.2627719184342315,9.05366225488048,8.057525700495859,26.45182983122253,0.6788968821967136,0.5356036150668838,0.1474899909226223,RACS-MID,Detection,NoMeasurement,,,,,ASKAP,,,1.883657833827061,1.883657833827061,1.883657833827061,1.883657833827061,0.0,0.0,1.883657833827061,1.883657833827061,Eruptive*,Eruptive*,115.39816465618532,0.029826276,3869.01,11.112143,13.174277,9.773951,3.4003267,2.0621347,1.338192,8.665649085315849,11.423137508308717,169244735017733.03,2.704851989381502e+29,169244735017733.03,2.704851989381502e+29,169244735017733.03,2.704851989381502e+29,169244735017733.03,2.704851989381502e+29
