Simbad_ID,GaiaDR3_ID,TYCHO_ID,2MASS_ID,GCVS_ID,HIP_ID,UCAC4_ID,Archival_Survey,Archival_ID,Archival_epoch,Archival_ra,Archival_ra_err,Archival_dec,Archival_dec_err,Archival_parallax,Archival_parallax_err,Archival_pmra,Archival_pmra_err,Archival_pmdec,Archival_pmdec_err,Search_method,Crossmatch_radius_arcsec,Radio_optical_sep_arcsec,Radio_component_id,Radio_SBID,Radio_starttime_mjd,Radio_endtime_mjd,Radio_exptime_s,Radio_ra,Radio_dec,Radio_ra_err,Radio_dec_err,Radio_freq_MHz,Radio_I_flux_peak,Radio_I_flux_peak_err,Radio_I_flux_int,Radio_I_flux_int_err,Radio_maj_axis,Radio_min_axis,Radio_pos_angle,Radio_maj_axis_err,Radio_min_axis_err,Radio_rms_fit_gauss,Radio_survey,Radio_I_measurementType,Radio_V_measurementType,Radio_V_flux_peak,Radio_V_flux_peak_err,Radio_V_flux_int,Radio_V_flux_int_err,Radio_telescope,Radio_local_V_RMS,Radio_local_I_RMS,Radio_I_flux_int_mean,Radio_I_flux_int_median,Radio_I_flux_int_max,Radio_I_flux_int_min,Radio_I_flux_int_std,Radio_I_flux_int_mad,Radio_I_flux_int_max_err,Radio_I_flux_int_min_err,MainType,OType,parallax,parallax_error,parallax_over_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,Distance_pc,G,Radio_luminosity_ergsHz_max,Xray_luminosity_ergs_max,Radio_luminosity_ergsHz_min,Xray_luminosity_ergs_min,Radio_luminosity_ergsHz_median,Xray_luminosity_ergs_median,Radio_luminosity_ergsHz_mean,Xray_luminosity_ergs_mean
None,Gaia DR3 2866918952441234944,None,None,None,None,None,GaiaDR3,Gaia DR3 2866918952441234944,J2016.0,355.96248054053973,3.79294715821743e-05,28.749604280623004,3.23390401899814e-05,12.925510932206564,0.0519604198634624,-13.793419022329784,0.0507625751197338,-30.540799330126312,0.0403607003390789,StokesV,,,SB20624_component_2368a,20624,59215.40283564815,59215.40283564815,905.9999999357389,355.962641,28.749431,,,1367.49,1.3389999866485596,,1.5199999809265137,,,,,,,,RACS Mid,Detection,Detection,1.1033960580825806,,0.9118840098381042,,ASKAP,,,1.5199999809265137,1.5199999809265137,1.5199999809265137,1.5199999809265137,0.0,0.0,1.5199999809265137,1.5199999809265137,None,None,12.925510932206564,0.0519604198634624,248.75686645507807,16.32069969177246,18.15047073364257,15.046554565429688,3.10391616821289,1.8297710418701167,1.2741451263427734,77.36638073689564,11.877938288378857,1.0885768602157748e+16,5.77840743333791e+30,1.0885768602157748e+16,5.77840743333791e+30,1.0885768602157748e+16,5.77840743333791e+30,1.0885768602157748e+16,5.77840743333791e+30
None,Gaia DR3 3117120863523946368,None,None,None,None,None,GaiaDR3,Gaia DR3 3117120863523946368,J2016.0,97.35079477386644,0.0046923084259033,-2.8171307181240244,0.0043003611564636,,,,,,,StokesV,,,SB8276_component_3548a,8539,58594.4203125,58594.4203125,11027.999999863096,97.351295,-2.817588,,,887.49,2.877,,2.956,,,,,,,,RACS Low,Detection,Detection,1.652,,1.569,,ASKAP,,,2.956,2.956,2.956,2.956,0.0,0.0,2.956,2.956,None,None,,,,9.629647254943848,11.338323593139648,8.257909774780273,3.080413818359375,1.7086763381958008,1.3717374801635742,,,,,,,,,,
None,Gaia DR3 3477650176513390848,None,None,None,None,None,GaiaDR3,Gaia DR3 3477650176513390848,J2016.0,175.0861953922687,2.3472210392355903e-05,-33.08877015242976,2.06523388624191e-05,12.928870319185547,0.0365318395197391,-63.07374932683496,0.0376351438462734,-29.303624532363614,0.0278657898306846,StokesV,,,SB8276_component_4004a,8539,58594.4203125,58594.4203125,11027.999999863096,175.086152,-33.088672,,,887.49,2.589,,3.692,,,,,,,,RACS Low,Detection,Detection,1.575,,2.27,,ASKAP,,,3.692,3.692,3.692,3.692,0.0,0.0,3.692,3.692,None,None,12.928870319185547,0.0365318395197391,353.9068908691406,15.580048561096191,17.367692947387695,14.307123184204102,3.0605697631835938,1.787644386291504,1.2729253768920898,77.34627815982262,11.137851457896652,2.6427220485964188e+16,1.1092715099414748e+31,2.6427220485964188e+16,1.1092715099414748e+31,2.6427220485964188e+16,1.1092715099414748e+31,2.6427220485964188e+16,1.1092715099414748e+31
None,Gaia DR3 3580268215207612672,None,None,None,None,None,GaiaDR3,Gaia DR3 3580268215207612672,J2016.0,189.09642204883767,2.0507849752902905e-05,-7.752342488353245,1.04411374777555e-05,25.217606529404804,0.022652281448245,-82.95453833623509,0.0295380447059869,-35.02166971279957,0.0234725698828697,StokesV,,,SB9669_VAST_1237-06A_component_3321a,9669,58723.01611111111,58723.01611111111,18503.000000235625,189.09595,-7.751891,,,887.49,2.282999992370605,,2.74399995803833,,,,,,,,VAST P-1,Detection,Detection,1.3672939538955688,,1.453724026679993,,ASKAP,,,2.727999979019165,2.727999979019165,2.74399995803833,2.712,0.015999979019164945,0.010791838000246152,2.74399995803833,2.712,None,None,25.217606529404804,0.022652281448245,1113.2479248046875,13.924327850341797,15.543492317199709,12.695517539978027,2.84797477722168,1.6191644668579102,1.2288103103637695,39.65483396824188,10.932847171043363,5162824075156230.0,3.338824737012166e+30,5102616292251456.0,3.3101504162156665e+30,5132720183703842.0,3.3244987060849314e+30,5132720183703842.0,3.3244987060849314e+30
None,Gaia DR3 3667302325846472320,None,None,None,None,None,GaiaDR3,Gaia DR3 3667302325846472320,J2016.0,213.06566557520827,0.0001041673794388,2.4093101388858527,9.220141172409052e-05,13.228111261805555,0.1291329115629196,-42.90455606457003,0.1359478682279586,-26.792410873656152,0.1057472079992294,StokesV,,,SB11150_component_1316a,11150,58858.93481481481,58858.93481481481,717.0000003883615,213.065554,2.409509,,,887.49,11.908,,12.985,,,,,,,,VAST P-5x,Detection,Detection,3.411,,4.618,,ASKAP,,,14.40833322652181,12.985,19.479,10.76099967956543,3.6986745826097445,1.500067665206104,19.479,10.76099967956543,None,None,13.228111261805555,0.1291329115629196,102.43795013427734,4.96136474609375,4.911909103393555,5.03070878982544,-0.1187996864318847,-0.0494556427001953,-0.0693440437316894,75.5965821732517,0.5688539416598735,1.3319316342853875e+17,3.643601177051308e+31,7.358137424789832e+16,2.3552402612521808e+31,8.878860450328947e+16,2.704128809749616e+31,9.852104739324219e+16,2.9190526390139574e+31
None,Gaia DR3 3762813911653741184,None,None,None,None,None,GaiaDR3,Gaia DR3 3762813911653741184,J2016.0,163.31364867180298,5.49538172781467e-05,-8.994737920656862,4.44268882274627e-05,29.38067524579297,0.0560780018568038,31.029990303924937,0.0653093010187149,-0.7262014388417347,0.0532995127141475,StokesV,,,SB9669_VAST_1057-06A_component_2621a,9669,58723.01611111111,58723.01611111111,18503.000000235625,163.313345,-8.995061,,,887.49,3.434000015258789,,2.961999893188477,,,,,,,,VAST P-1,Detection,Detection,2.014569044113159,,1.86729097366333,,ASKAP,,,2.6439999923706057,2.958,2.961999893188477,2.01200008392334,0.44689440437639116,0.0026978909945209917,2.961999893188477,2.01200008392334,None,None,29.38067524579297,0.0560780018568038,523.9251708984375,14.044068336486816,15.489852905273438,12.412880897521973,3.076972007751465,1.445784568786621,1.6311874389648438,34.03597744552145,11.384377200523133,4105560415401102.5,2.8211158255024846e+30,2788787372793378.5,2.1228684894845204e+30,4100016254789143.5,2.8183141165155266e+30,3664788014327875.0,2.595096860994987e+30
None,Gaia DR3 4150951648092395904,None,None,None,None,None,GaiaDR3,Gaia DR3 4150951648092395904,J2016.0,271.0283501437161,3.4034214913845e-05,-12.192875164033234,2.94678080826997e-05,18.51564440606559,0.0364435352385044,-28.056712741045622,0.0464420728385448,-6.909336186518901,0.0356166623532772,StokesV,,,SB8276_component_3627a,8539,58594.4203125,58594.4203125,11027.999999863096,271.028724,-12.193252,,,887.49,2.707,,3.571,,,,,,,,RACS Low,Detection,Detection,1.739,,1.526,,ASKAP,,,3.571,3.571,3.571,3.571,0.0,0.0,3.571,3.571,None,None,18.51564440606559,0.0364435352385044,508.0638732910156,14.97725772857666,16.847633361816406,13.683923721313477,3.1637096405029297,1.870375633239746,1.2933340072631836,54.00838221284954,11.314951886288,1.2463015684505728e+16,6.382884941464326e+30,1.2463015684505728e+16,6.382884941464326e+30,1.2463015684505728e+16,6.382884941464326e+30,1.2463015684505728e+16,6.382884941464326e+30
None,Gaia DR3 4151060675856859136,None,None,None,None,None,GaiaDR3,Gaia DR3 4151060675856859136,J2016.0,271.4213093366661,6.05834312736988e-05,-11.759408183852829,5.4310329258441895e-05,9.490345249810307,0.0690662190318107,0.5709196193358966,0.0740626528859138,-21.04595510466008,0.0595396980643272,StokesV,,,SB51023_component_4297a,51023,60127.70821759259,60127.70821759259,725.9999999776483,271.42118,-11.759606,,,887.49,1.4240000247955322,,1.25,,,,,,,,VAST 39,Detection,Detection,0.9632970094680786,,1.2741669416427612,,ASKAP,,,1.25,1.25,1.25,1.25,0.0,0.0,1.25,1.25,None,None,9.490345249810307,0.0690662190318107,137.40936279296875,16.615570068359375,18.543596267700195,15.314616203308104,3.22898006439209,1.9280261993408203,1.3009538650512695,105.37024456723404,11.501980128051224,1.6605690668151018e+16,7.882419013302411e+30,1.6605690668151018e+16,7.882419013302411e+30,1.6605690668151018e+16,7.882419013302411e+30,1.6605690668151018e+16,7.882419013302411e+30
None,Gaia DR3 5528304989417863424,None,None,None,None,None,GaiaDR3,Gaia DR3 5528304989417863424,J2016.0,129.29012134168826,2.02680230140686e-05,-40.47682050292242,2.43734903633594e-05,1.095083471735346,0.0272622238844633,-5.943130800137153,0.0269563924521207,3.0280042517581456,0.02896692417562,StokesV,,,SB45575_component_3482a,45575,59897.858715277776,59897.858715277776,717.0000003883615,129.2903,-40.476898,,,887.49,2.305000066757202,,2.3299999237060547,,,,,,,,VAST 22,Detection,Detection,2.1340999603271484,,2.471381902694702,,ASKAP,,,2.3299999237060547,2.3299999237060547,2.3299999237060547,2.3299999237060547,0.0,0.0,2.3299999237060547,2.3299999237060547,None,None,1.095083471735346,0.0272622238844633,40.16852951049805,15.678930282592772,16.808977127075195,14.613283157348633,2.1956939697265625,1.130046844482422,1.0656471252441406,913.1723980961286,5.876166403278978,2.3247294266943555e+18,2.9832221695918876e+32,2.3247294266943555e+18,2.9832221695918876e+32,2.3247294266943555e+18,2.9832221695918876e+32,2.3247294266943555e+18,2.9832221695918876e+32
None,Gaia DR3 5817396489339336832,None,None,None,None,None,GaiaDR3,Gaia DR3 5817396489339336832,J2016.0,257.42751883033173,7.147163897752761e-05,-63.07566004704595,6.80075958371162e-05,15.355798522067612,0.095319464802742,23.588453629033665,0.0804410651326179,-58.88399575765287,0.0811451151967048,StokesV,,,SB36658_component_2071a,36658,59608.02709143519,59608.03757462963,905.748,257.42765,-63.075548,,,1655.49,0.9490000009536744,,1.5110000371932983,,,,,,,,RACS High,Detection,Detection,0.840565025806427,,1.0269310474395752,,ASKAP,,,1.5110000371932983,1.5110000371932983,1.5110000371932983,1.5110000371932983,0.0,0.0,1.5110000371932983,1.5110000371932983,None,None,15.355798522067612,0.095319464802742,161.09825134277344,13.975886344909668,15.502537727355955,12.769994735717772,2.732542991638184,1.526651382446289,1.2058916091918943,65.12197972400546,9.90724837121169,7667091019182145.0,4.4655551275620053e+30,7667091019182145.0,4.4655551275620053e+30,7667091019182145.0,4.4655551275620053e+30,7667091019182145.0,4.4655551275620053e+30
None,Gaia DR3 5940119166865444480,None,None,None,None,None,GaiaDR3,Gaia DR3 5940119166865444480,J2016.0,253.01993202581792,3.09339165687561e-05,-46.14349982114359,2.26321518421173e-05,1.6130274345712108,0.0361232236027717,-5.269583479429262,0.0456050224602222,-16.644698205329803,0.0374139361083507,StokesV,,,SB36607_component_674a,36607,59607.04434259259,59607.05482578704,905.748,253.01975,-46.142602,,,1655.49,5.389999866485596,,7.952000141143799,,,,,,,,RACS High,Detection,Detection,0.9079679846763612,,1.9030799865722656,,ASKAP,,,7.952000141143799,7.952000141143799,7.952000141143799,7.952000141143799,0.0,0.0,7.952000141143799,7.952000141143799,None,None,1.6130274345712108,0.0361232236027717,44.65347671508789,15.5589599609375,16.212766647338867,14.78201675415039,1.4307498931884766,0.6538066864013672,0.7769432067871094,619.9522578274242,6.597168730869184,3.6568220380619653e+18,4.16237350281814e+32,3.6568220380619653e+18,4.16237350281814e+32,3.6568220380619653e+18,4.16237350281814e+32,3.6568220380619653e+18,4.16237350281814e+32
None,Gaia DR3 6030626703472132736,None,None,None,None,None,GaiaDR3,Gaia DR3 6030626703472132736,J2016.0,249.4002858679572,4.93135005235672e-05,-31.67381531516186,2.90656685829162e-05,7.186157076159623,0.0543715693056583,-21.403180873427388,0.0631681382656097,-33.627504058676465,0.047389555722475,StokesV,,,SB22066_component_2688a,22066,59241.05321759259,59241.05321759259,905.9999999357389,249.400188,-31.673972,,,1367.49,1.0269999504089355,,1.0779999494552612,,,,,,,,RACS Mid,Detection,Detection,0.9955829977989196,,0.9022549986839294,,ASKAP,,,1.0779999494552612,1.0779999494552612,1.0779999494552612,1.0779999494552612,0.0,0.0,1.0779999494552612,1.0779999494552612,None,None,7.186157076159623,0.0543715693056583,132.1675567626953,15.913928031921388,17.35712432861328,14.713650703430176,2.643473625183105,1.4431962966918943,1.200277328491211,139.15643499048215,10.19641156117117,2.4976770495667496e+16,1.0641723557828643e+31,2.4976770495667496e+16,1.0641723557828643e+31,2.4976770495667496e+16,1.0641723557828643e+31,2.4976770495667496e+16,1.0641723557828643e+31
None,Gaia DR3 6061701238540372480,None,None,None,None,None,GaiaDR3,Gaia DR3 6061701238540372480,J2016.0,193.10358546929933,0.0001752210110425,-55.30423766705774,0.0002449056059122,9.933533597000284,0.3921595215797424,-34.94281970762506,0.2416733503341674,-18.79654793909072,0.3641620576381683,StokesV,,,SB22052_component_1379a,22052,59240.85980324074,59240.85980324074,905.9999999357389,193.103898,-55.304166,,,1367.49,2.0239999294281006,,2.164999961853028,,,,,,,,RACS Mid,Detection,Detection,2.820362091064453,,3.396212100982666,,ASKAP,,,1.761163110705021,2.164999961853028,2.937489370262035,0.181,1.160997147240466,0.5210369677654171,2.937489370262035,0.181,None,None,9.933533597000284,0.3921595215797424,25.33033943176269,13.132017135620115,14.105802536010742,11.608232498168944,2.497570037841797,0.973785400390625,1.523784637451172,100.66911137261151,8.117535960521588,3.5618836436908164e+16,1.3815058915597226e+31,2194734544522038.8,1.78003253666801e+30,2.6251934835180864e+16,1.103856790209887e+31,2.135516860553702e+16,9.483911735036026e+30
None,Gaia DR3 6062610225433820288,None,None,None,None,None,GaiaDR3,Gaia DR3 6062610225433820288,J2016.0,203.8685765053024,3.2545417547225895e-05,-57.25306670741313,4.57171536982059e-05,7.67391754385675,0.0700550824403762,-26.56739004047216,0.0429363697767257,-18.14645968622949,0.0418782718479633,StokesV,,,SB36701_component_2083a,36701,59608.8749363426,59608.88541953704,905.748,203.868253,-57.253145,,,1655.49,1.218000054359436,,1.4249999523162842,,,,,,,,RACS High,Detection,Detection,0.9998549818992616,,2.027539014816284,,ASKAP,,,1.4249999523162842,1.4249999523162842,1.4249999523162842,1.4249999523162842,0.0,0.0,1.4249999523162842,1.4249999523162842,None,None,7.67391754385675,0.0700550824403762,109.54119873046876,14.989709854125977,16.980323791503906,13.644083023071287,3.336240768432617,1.9906139373779297,1.3456268310546875,130.31153830946963,9.414795496120288,2.8952865142780452e+16,1.1862738619701737e+31,2.8952865142780452e+16,1.1862738619701737e+31,2.8952865142780452e+16,1.1862738619701737e+31,2.8952865142780452e+16,1.1862738619701737e+31
None,Gaia DR3 6077506851305480960,None,None,None,None,None,GaiaDR3,Gaia DR3 6077506851305480960,J2016.0,186.25594684813308,0.0001356376699999,-52.27074890736616,0.00013029426,8.478353956282156,0.21913669,-30.256621492890204,0.17872438,-11.318027126718048,0.17122105,StokesV,,,SB8276_component_3298a,8539,58594.4203125,58594.4203125,11027.999999863096,186.25569,-52.270717,,,887.49,3.397,,3.818,,,,,,,,RACS Low,Detection,Detection,2.91,,3.683,,ASKAP,,,2.5848000011444094,3.206,3.818,0.957,1.2526843803675016,0.41278834479967635,3.818,0.957,None,None,8.478353956282156,0.21913669,38.6898,12.9135475,14.245442,11.746912,2.4985304,1.3318949,1.1666355,117.94742294983283,7.555105218185862,6.355120523202777e+16,2.1146479797889383e+31,1.5929414197760758e+16,7.645083084113922e+30,5.336436982029362e+16,1.8597285057496899e+31,4.3024398993314296e+16,1.5873498532362945e+31
None,Gaia DR3 6130530322820978304,None,None,None,None,None,GaiaDR3,Gaia DR3 6130530322820978304,J2016.0,180.15075027940435,4.86059449613094e-05,-49.49059646166765,0.0001101008802652,8.452052451553977,0.0869542956352233,-31.41014362401171,0.0673076510429382,-12.047690920582989,0.1452977955341339,StokesV,,,SB22051_component_725a,22051,59240.84597222223,59240.84597222223,905.9999999357389,180.150613,-49.490561,,,1367.49,6.374000072479248,,6.64300012588501,,,,,,,,RACS Mid,Detection,Detection,4.815573215484619,,5.339749813079834,,ASKAP,,,6.64300012588501,6.64300012588501,6.64300012588501,6.64300012588501,0.0,0.0,6.64300012588501,6.64300012588501,None,None,8.452052451553977,0.0869542956352233,97.20108795166016,13.961231231689451,,,,,,118.31445743289748,8.596042149306506,1.1126302110637002e+17,3.192136881210113e+31,1.1126302110637002e+17,3.192136881210113e+31,1.1126302110637002e+17,3.192136881210113e+31,1.1126302110637002e+17,3.192136881210113e+31
None,Gaia DR3 6130530322823774720,None,None,None,None,None,GaiaDR3,Gaia DR3 6130530322823774720,J2016.0,180.15116723927505,3.96744050085544e-05,-49.49058120116625,4.23339046537876e-05,8.40566203845718,0.0674562081694603,-34.63233097920561,0.0597831457853317,-9.838808464225592,0.0602444112300872,StokesV,,,SB36395_component_1226a,36395,59602.8752488426,59602.88573203704,905.748,180.151213,-49.490618,,,1655.49,2.117000102996826,,2.1630001068115234,,,,,,,,RACS High,Detection,Detection,1.1788209676742554,,1.1016420125961304,,ASKAP,,,2.1630001068115234,2.1630001068115234,2.1630001068115234,2.1630001068115234,0.0,0.0,2.1630001068115234,2.1630001068115234,None,None,8.40566203845718,0.0674562081694603,124.60916137695312,13.557113647460938,14.552810668945312,11.903724670410156,2.649085998535156,0.995697021484375,1.6533889770507812,118.96742879083742,8.179973270440584,3.662888056503586e+16,1.410204488881685e+31,3.662888056503586e+16,1.410204488881685e+31,3.662888056503586e+16,1.410204488881685e+31,3.662888056503586e+16,1.410204488881685e+31
None,Gaia DR3 6180928843454749056,None,None,None,None,None,GaiaDR3,Gaia DR3 6180928843454749056,J2016.0,196.0924559705067,0.0001130837425589,-31.79870956109708,9.62059274315834e-05,8.638198660138318,0.1319678276777267,33.53071703431893,0.1247459352016449,-47.33459094256938,0.1140959337353706,StokesV,,,SB51342_component_4771a,51342,60132.39459490741,60132.39459490741,737.0000000344589,196.092218,-31.798387,,,887.49,1.36899995803833,,1.6330000162124634,,,,,,,,VAST 40,Detection,Detection,1.2129729986190796,,1.5396939516067505,,ASKAP,,,1.6330000162124634,1.6330000162124634,1.6330000162124634,1.6330000162124634,0.0,0.0,1.6330000162124634,1.6330000162124634,None,None,8.638198660138318,0.1319678276777267,65.45684814453125,17.664608001708984,19.62482070922852,16.35492515563965,3.269895553588867,1.9602127075195312,1.309682846069336,115.76487637574054,12.346723940072902,2.6184890865431588e+16,1.1017832180221805e+31,2.6184890865431588e+16,1.1017832180221805e+31,2.6184890865431588e+16,1.1017832180221805e+31,2.6184890865431588e+16,1.1017832180221805e+31
None,Gaia DR3 6235695792513633024,None,None,None,None,None,GaiaDR3,Gaia DR3 6235695792513633024,J2016.0,239.31964175243087,0.0003840875029563,-25.48873814033449,0.0002362129688262,7.303329340122168,0.457873523235321,-19.62894636855967,0.5727011561393738,-27.58776951687898,0.3346472382545471,StokesV,,,SB21505_component_1178a,21505,59232.03938657408,59232.03938657408,904.9999997019768,239.319689,-25.488837,,,1367.49,3.525000095367432,,3.615999937057495,,,,,,,,RACS Mid,Detection,Detection,3.4200730323791504,,3.535018920898437,,ASKAP,,,3.615999937057495,3.615999937057495,3.615999937057495,3.615999937057495,0.0,0.0,3.615999937057495,3.615999937057495,None,None,7.303329340122168,0.457873523235321,15.950538635253906,12.784247398376465,12.937211036682127,11.062955856323242,1.8742551803588867,0.152963638305664,1.7212915420532229,136.9238539615512,7.101851825295019,8.111433236393162e+16,2.5302299871208266e+31,8.111433236393162e+16,2.5302299871208266e+31,8.111433236393162e+16,2.5302299871208266e+31,8.111433236393162e+16,2.5302299871208266e+31
None,Gaia DR3 6554241971983423232,None,None,None,None,None,GaiaDR3,Gaia DR3 6554241971983423232,J2016.0,343.4484770092796,1.27879697829484e-05,-35.623783141313574,1.6425233334302898e-05,17.83897218187583,0.0199492592364549,100.86053373276688,0.019118970260024,-40.50805448363337,0.0192292872816324,StokesV,,,SB20906_component_1939a,20906,59220.35857638889,59220.35857638889,904.9999997019768,343.44879,-35.623639,,,1367.49,1.687999963760376,,1.5260000228881836,,,,,,,,RACS Mid,Detection,Detection,1.681462049484253,,1.791579008102417,,ASKAP,,,1.5260000228881836,1.5260000228881836,1.5260000228881836,1.5260000228881836,0.0,0.0,1.5260000228881836,1.5260000228881836,None,None,17.83897218187583,0.0199492592364549,894.21728515625,14.334490776062012,16.044166564941406,13.080750465393066,2.96341609954834,1.7096757888793943,1.253740310668945,56.05704128043808,10.591339917350322,5737541476850305.0,3.6082648724031885e+30,5737541476850305.0,3.6082648724031885e+30,5737541476850305.0,3.6082648724031885e+30,5737541476850305.0,3.6082648724031885e+30
